title,category,authors,publisher,registeredDate,doingsChoices,link,memo
판도라 사진 프로젝트: 용산 성매매집결지 여성들의 사진과 이야기,성매매 성노동,막달레나공동체 용감한여성연구소,봄날의박씨,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10859297,
페이드 포,성매매 성노동,레이첼 모랜,안홍사,2019-10-16,,http://book.naver.com/bookdb/book_detail.nhn?bid=15619768,
포르노랜드,성매매 성노동,게일 다인스,열다북스,2020-03-15,,http://book.naver.com/bookdb/book_detail.nhn?bid=16261341,
아기낳는 만화,성인 그림책,쇼쇼,위즈덤하우스,2018-11-28,,https://book.naver.com/bookdb/book_detail.nhn?bid=13910912,
21세기 마녀,성인 그림책 ,이곤,,2019-01-10,,,
7층,성인 그림책 ,오사 계렌발,우리나비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8461655,
거울,성인 그림책 ,원성,이레,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=158903,
그냥 좋게 받아들이세요,성인 그림책 ,마리아 스토이안,북레시피,2018-09-21,http://cafedoing.com/220996206358,https://book.naver.com/bookdb/book_detail.nhn?bid=11735145,
꿈을 그리는 여자들,성인 그림책 ,봄알람,봄알람,2018-11-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=14153127,
꿈을 그리는 여자들 컬러링북,성인 그림책 ,봄알람,봄알람,2018-11-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=14153130,
나 안 괜찮아,성인 그림책 ,실키,현암사,2018-09-21,http://cafedoing.com/221097857289,https://book.naver.com/bookdb/book_detail.nhn?bid=11102474,
나는 울 때마다 엄마의 얼굴이 된다,성인 그림책 ,이슬아,문학동네,2019-01-19,,http://book.naver.com/bookdb/book_detail.nhn?bid=14094920,
나에 관한 연구,성인 그림책 ,안나 회글룬드,우리학교,2018-09-21,http://cafedoing.com/221132916234,https://book.naver.com/bookdb/book_detail.nhn?bid=12011042,
다른 시선,성인 그림책 ,엠마마,우리나비,2018-09-21,http://cafedoing.com/221235588630,https://book.naver.com/bookdb/book_detail.nhn?bid=13016335,
단지1,성인 그림책 ,단지,레진코믹스,2018-09-21,http://cafedoing.com/221206180395,https://book.naver.com/bookdb/book_detail.nhn?bid=10626778,
"달이 속삭이는 이야기 1,2",성인 그림책 ,김달,애니북스,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=9586536,
당신 엄마 맞아?,성인 그림책 ,앨리슨 벡델,움직씨,2019-06-28,http://cafedoing.com/221557364957,http://book.naver.com/bookdb/book_detail.nhn?bid=14648824,
동거만화 1,성인 그림책 ,이밍,,2018-09-21,,,
마름모,성인 그림책 ,씨냉,모난,2018-09-21,http://cafedoing.com/221074024700,https://tumblbug.com/sssinen_m,
먼지 없는 방,성인 그림책 ,김성희,보리,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=6887883,
며느라기,성인 그림책 ,수신지,귤프레스,2018-09-21,,,
모난돌 어드벤처,성인 그림책 ,모난돌 프로젝트,모난돌 프로젝트,2019-05-24,,,
"모두에게 완자가 1,2",성인 그림책 ,완자,재미주의,2018-09-21,http://cafedoing.com/221106683355,https://book.naver.com/bookdb/book_detail.nhn?bid=7127244,
백곰카페,성인 그림책 ,히가 아로하,대원씨아이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6271107,
보지색칠책,성인 그림책 ,보지파티,보지파티,2018-11-15,,,
불어라 비바람!,성인 그림책 ,노명희(글)/백상은(그림),한국여성인권진흥원,2018-09-21,,,
사람 냄새,성인 그림책 ,김수박,보리,2018-12-22,,http://book.naver.com/bookdb/book_detail.nhn?bid=6887884,
성숙의 지표,성인 그림책 ,란탄,,2018-09-21,,,
심야의 유감천만 사랑도감1,성인 그림책 ,오자키 이라,서울문화사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10535676,
심야의 유감천만 사랑도감2,성인 그림책 ,오자키 이라,서울문화사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11737556,
아르테1,성인 그림책 ,오쿠보 케이,대원씨아이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11322940,
아르테2,성인 그림책 ,오쿠보 케이,대원씨아이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11463361,
아르테3,성인 그림책 ,오쿠보 케이,대원씨아이,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12142508,
악어 프로젝트 ,성인 그림책 ,토마 마티 외,푸른지식,2018-09-21,http://cafedoing.com/221088496616,https://book.naver.com/bookdb/book_detail.nhn?bid=10645296,
어제 뭐 먹었어?,성인 그림책 ,요시나가 후미,삼양출판사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=5041826,
"어쩌면, 나의 이야기",성인 그림책 ,"토마 마티외, 씨냉",여성신문사,2018-09-21,,http://book.naver.com/bookdb/book_detail.nhn?bid=14203937,
여중생A 2,성인 그림책 ,허5파6,비아북,2018-09-21,http://cafedoing.com/221209478016,https://book.naver.com/bookdb/book_detail.nhn?bid=11772487,
"우리 집엔 아무것도 없어 1,2",성인 그림책 ,북앳북스,유루리 마이,2018-01-10,,http://book.naver.com/bookdb/book_detail.nhn?bid=8921496,
우주는 네가 시작하기만 기다리고 있어,성인 그림책 ,샬롯 리드,샨티,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8881715,
이브 프로젝트,성인 그림책 ,리브 스트룀키스트,푸른지식,2018-11-19,,https://book.naver.com/bookdb/book_detail.nhn?bid=13192926,
자해장려안하는만화,성인 그림책 ,글.그림 리단,,2018-09-21,,,
작은 이야기책,성인 그림책 ,네모토끼,,2018-10-14,,,
조색기 ,성인 그림책 ,글.그림 리단,,2018-09-21,,,
죽지 그냥 죽어버리지,성인 그림책 ,하기,,2018-09-21,,,
치마가 짧기 때문이라고요?,성인 그림책 ,카투닝 포 피스,김영사,2019-02-20,,https://book.naver.com/bookdb/book_detail.nhn?bid=14031752,
코끼리 가면 (성폭력 퀴어 생존자 이야기),성인 그림책 ,노유다,움직씨,2018-09-21,http://cafedoing.com/221087308730,https://book.naver.com/bookdb/book_detail.nhn?bid=11270918,
통통하기 좋은 날,성인 그림책 ,초록밤,,2018-09-21,,,
파란색은 따뜻하다,성인 그림책 ,쥘리 마로,미메시스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7305343,
펀 홈,성인 그림책 ,앨리슨 벡델,움직씨,2018-09-21,http://cafedoing.com/221123626129,https://book.naver.com/bookdb/book_detail.nhn?bid=12528132,
펀 홈 가족 희비극,성인 그림책 ,앨리슨 벡델,움직씨,2018-11-04,,https://book.naver.com/bookdb/book_detail.nhn?bid=14116074,
페미 다이어리,성인 그림책 ,이자벨라 버넬,생각의길,2018-11-15,,https://book.naver.com/bookdb/book_detail.nhn?bid=6415885,
환절기,성인 그림책 ,"이동은, 정이용",이숲,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7351051,
IDIA  1권,성인 그림책 ,,,2018-09-21,,https://tumblbug.com/idia,
2020 한국 사이버성폭력을 진단한다,성폭력,한국사어버성폭력센터,한국사어버성폭력센터,2019-12-23,,http://cyber-lion.com/?p=2512,
가정폭력에서 벗어나기: 성평등 의식과 자립의지,성폭력,정춘숙,한울아카데미,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9724157,
가정폭력을 말해요,성폭력,용감한오렌지외4인,시작출판사,2019-11-02,,,
강간은 강간이다,성폭력,조디 래피얼,글항아리,2018-09-21,http://cafedoing.com/221338898189,https://book.naver.com/bookdb/book_detail.nhn?bid=11314843,
강간의 역사,성폭력,조르쥬 비가렐로,당대,2018-09-21,http://cafedoing.com/221054127218,https://book.naver.com/bookdb/book_detail.nhn?bid=60569,
그 일은 전혀 사소하지 않습니다,성폭력,한국여성의전화,오월의봄,2018-09-21,http://cafedoing.com/221218022235,https://book.naver.com/bookdb/book_detail.nhn?bid=11770888,
그것은 썸도 데이트도 섹스도 아니다,성폭력,로빈 월쇼,미디어일다,2018-09-21,http://cafedoing.com/221278285380,https://book.naver.com/bookdb/book_detail.nhn?bid=9204627,
그녀의 불편한 진실 : 강간피해생존경험 드러내기,성폭력,테레사 라우어,또하나의문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6282168,
꽃을 던지고 싶다,성폭력,너울,르네상스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7158808,
난 왜 저항하지 못했나,성폭력,천상욱,북랩,2018-09-21,http://cafedoing.com/221290729398,https://book.naver.com/bookdb/book_detail.nhn?bid=13648283,
눈물도 빛을 만나면 반짝인다,성폭력,은수연,이매진,2018-09-21,http://cafedoing.com/221103172540,https://book.naver.com/bookdb/book_detail.nhn?bid=6590618,
"미녀, 야수에 맞서다",성폭력,엘렌 스노틀랜드,사회평론,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11404465,
믿을 수 없는 강간 이야기,성폭력,"T.크리스천 밀러, 켄 암스트롱",반비,2019-09-11,,http://book.naver.com/bookdb/book_detail.nhn?bid=15404164,
범죄는 나를 피해가지 않는다,성폭력,오윤성,지금이책,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12235278,
보통의 경험,성폭력,한국성폭력상담소,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6619941,
"부장님, 그건 성희롱입니다",성폭력,무타 카즈에,나름북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8779116,
성폭력 뒤집기: 한국성폭력상담소 20년의 회고와 전망,성폭력,한국성폭력상담소,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=6619940,
성폭력 법정에 서다,성폭력,한국성폭력상담소,푸른사상,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=2692244,
성폭력과 힘의 악용: 목회상담적 성찰,성폭력,제임스 뉴턴 폴링,한울,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9008346,
성폭력에 맞서다: 사례·담론·전망,성폭력,사단법인 한국성폭력상담소,한울아카데미,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10528585,
성폭력을 다시 쓴다,성폭력,한국여성의전화연합,한울아카데미,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10995206,
성희롱 예방교육 표준강의안 2.0,성폭력,여성가족부,휴먼컬처아리랑,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=12528521,
숭배에서 강간까지,성폭력,몰리 해스켈,나남,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=4579745,
아주 친밀한 폭력,성폭력,정희진,교양인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10995206,
아주 특별한 용기,성폭력,엘렌 베스 외,동녘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=11221731,
우리들의 삶은 동사다,성폭력,한국성폭력상담소 부설 열림터,이매진,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10017861,
우리의 의지에 반하여,성폭력,수전 브라운밀러,오월의봄,2018-09-21,http://cafedoing.com/221255212169,https://book.naver.com/bookdb/book_detail.nhn?bid=13379078,
저는 오늘 꽃을 받았어요,성폭력,정희진,또하나의문화,2019-02-14,,https://book.naver.com/bookdb/book_detail.nhn?bid=76518,
젠더 폭력 법적 대응 안내서 ,성폭력,쉐도우 핀스,쉐도우 핀스,2018-09-21,,,
평범한 폭력,성폭력,언니모자,,2018-09-21,,,
하늘을 덮다,성폭력,민주노총 김** 성폭력 사건 피해자 지지모임,메이데이,2018-09-21,http://cafedoing.com/221173276737,https://book.naver.com/bookdb/book_detail.nhn?bid=75796,
한국 사이버성폭력 대응을 위한 기본서,성폭력,한국사이버성폭력대응센터,한국사이버성폭력대응센터,2018-11-21,,,
416세월호 민변의 기록,세월호,민주사회를 위한 변호사모임,생각의길,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8136103,
거짓말이다,세월호,김탁환,북스피어,2018-09-21,http://cafedoing.com/220965219491,https://book.naver.com/bookdb/book_detail.nhn?bid=10844227,
곁에 서다,세월호,"김중미, 권해효, 이윤엽, 김일란, 공유정옥, 권영국, 임보라, 윤영배, 박희정",현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=9778748,
그날이 우리의 창을 두드렸다,세월호,416세월호참사 작가기록단,창비,2019-04-06,http://cafedoing.com/221507273827,https://book.naver.com/bookdb/book_detail.nhn?bid=14732923,
금요일엔 돌아오렴,세월호,416 시민기록위원회 작가기록단,창비,2018-09-21,http://cafedoing.com/220972109310,https://book.naver.com/bookdb/book_detail.nhn?bid=8626747,
눈먼자들의 국가 ,세월호,김애란 외,문학동네,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8221569,
다시 봄이 올 거예요,세월호,416세월호참사 작가기록단 저,창비,2018-09-21,http://cafedoing.com/221079873673,https://book.naver.com/bookdb/book_detail.nhn?bid=10382934,
못난 아빠가,세월호,유민 아빠 김영오,부엔리브로,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8376016,
새로운 세대의 탄생,세월호,인디고 서원 저,궁리,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8007661,
세월호 이후의 사회과학,세월호,김종엽,그린비,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10462603,
"세월호, 그날의 기록 ",세월호,세월호 기록팀,진실의힘,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=10361536,
"세월호, 꿈은 잊혀지지 않습니다",세월호,유종민,타래,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8271628,
세월호가 우리에게 묻다,세월호,서울대학교 사회발전연구소,한울아카데미,2018-09-21,http://cafedoing.com/220978964081,https://book.naver.com/bookdb/book_detail.nhn?bid=9685199,
세월호를 기록하다,세월호,오준호,미지북스,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8873535,
속지 않는 자들이 방황한다 ,세월호,백상현,위고,2018-09-21,http://cafedoing.com/221004271147,https://book.naver.com/bookdb/book_detail.nhn?bid=11895132,
슬퍼한 권리 ,세월호,전영관,삼인,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8530377,
신자유주의와 세월호 이후 가야 할 나라,세월호,민주화를위한전국교수협의회,앨피,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=121453,
"엄마, 나야.",세월호,"곽수인, 구태민 외",난다,2018-09-21,http://cafedoing.com/221138087399,https://book.naver.com/bookdb/book_detail.nhn?bid=9955444,
우리 모두가 세월호였다,세월호,고은,실천문학사,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=7875840,
팽목항에서 불어오는 바람,세월호,노명우,현실문화,2018-09-21,,https://book.naver.com/bookdb/book_detail.nhn?bid=8920748,
9직X2직=18,소책자,한국여성민우회,,2018-09-21,,,
가정폭력! 아는만큼 멈출 수 있어요,소책자,한국여성인권진흥원,,2018-09-21,,,
객체화에 대한 페미니즘의 관점들,소책자,전기가오리,,2018-09-21,,,
나만 힘든가? 20~30대 여성들의 일 이야기,소책자,한국여성민우회,,2018-09-21,http://cafedoing.com/221274270734,,
땅콩씨와 함께 떠나는 알듯말듯 성형의 세계,소책자,한국여성민우회,,2018-09-21,,,
명랑 성(性)생활백서 섹스만큼 중요해,소책자,한국여성민우회 성폭력상담소,,2018-09-21,,,
벽장을 나서려는 당-신,소책자,달큰쌉쌀,,2018-09-21,,,
변한 것과 변하지 않은 것,소책자,한국여성민우회,,2018-09-21,,,
사소한 성찰이 바꾸는 세상! 해보면 캠페인,소책자,한국여성민우회,,2018-09-21,,,
여성 다시 읽기 2017.10,소책자,여성 다시 읽기,,2018-09-21,,,
여성 다시 읽기 2018.11/51호,소책자,여성다시읽기,,2018-01-10,,,
여성다시읽기,소책자,여성다시읽기,여성다시읽기,2019-06-18,,,
오늘은 내가 힘든 날,소책자,Built To Feminism,,2018-09-21,,,
온갖 무례와 오지랖을 뒤로 하고,소책자,한국여성민우회,,2018-09-21,,,
음기강장석,소책자,언니모자,,2018-09-21,,,
전디협 첫번째 이야기,소책자,전국디바협회,,2018-09-21,,,
직장인에게 알맞은 복장은?,소책자,한국여성민우회,,2018-09-21,,,
